Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-05-06T22:30:00,2025-05-06T22:30:30,12.73,0,13.04,2,20.5
2025-05-07T04:30:00,2025-05-07T04:30:30,12.72,0,13.03,2,20.5
2025-05-07T10:30:00,2025-05-07T10:30:30,12.72,0,13.03,1,20.25
2025-05-07T16:30:00,2025-05-07T16:30:30,12.72,1,13.03,2,20.5
2025-05-07T22:30:00,2025-05-07T22:30:30,12.73,0,13.03,2,21.25
2025-05-08T04:30:00,2025-05-08T04:30:30,12.69,0,13.01,2,14.5
2025-05-08T10:30:00,2025-05-08T10:30:30,12.68,0,12.99,1,12.5
2025-05-08T16:30:00,2025-05-08T16:30:30,12.69,0,12.16,3592,13
2025-05-08T22:30:00,2025-05-08T22:30:30,12.71,0,12.16,3683,13.25
2025-05-09T04:30:00,2025-05-09T04:30:30,12.7,0,12.16,3641,13
2025-05-09T10:30:00,2025-05-09T10:30:30,12.7,0,12.17,3546,13.25
2025-05-09T16:30:00,2025-05-09T16:30:30,12.69,0,12.16,3637,12.5
2025-05-09T22:30:00,2025-05-09T22:30:30,12.68,0,12.15,3601,12.5
2025-05-10T04:30:00,2025-05-10T04:30:30,12.68,0,12.15,3648,12.5
2025-05-10T10:30:00,2025-05-10T10:30:30,12.67,0,12.14,3639,12.5
2025-05-10T16:30:00,2025-05-10T16:30:30,12.66,0,12.14,3611,12
2025-05-10T22:30:00,2025-05-10T22:30:30,12.66,0,12.14,3601,12.75
2025-05-11T04:30:00,2025-05-11T04:30:30,12.65,0,12.13,3697,12.25
2025-05-11T10:30:00,2025-05-11T10:30:30,12.64,0,12.13,3648,12.5
2025-05-11T16:30:00,2025-05-11T16:30:30,12.64,0,12.12,3677,12.5
2025-05-11T22:30:00,2025-05-11T22:30:30,12.63,0,12.13,3602,13.25
2025-05-12T04:30:00,2025-05-12T04:30:30,12.63,0,12.13,3600,12.5
2025-05-12T10:30:00,2025-05-12T10:30:30,12.62,0,12.13,3584,13.75
2025-05-12T16:30:00,2025-05-12T16:30:30,12.61,0,12.12,3534,13.25
2025-05-12T22:30:00,2025-05-12T22:30:30,12.61,0,12.12,3585,13.5
2025-05-13T04:30:00,2025-05-13T04:30:30,12.6,0,12.12,3552,14
2025-05-13T10:30:00,2025-05-13T10:30:30,12.6,0,12.12,3570,14.25
2025-05-13T16:30:00,2025-05-13T16:30:30,12.59,0,12.12,3585,14
2025-05-13T22:30:00,2025-05-13T22:30:30,12.58,0,12.11,3497,14.25
2025-05-14T04:30:00,2025-05-14T04:30:30,12.58,0,12.1,3554,13.75
2025-05-14T10:30:00,2025-05-14T10:30:30,12.57,0,12.1,3535,13.75
2025-05-14T16:30:00,2025-05-14T16:30:30,12.56,0,12.09,3476,13.5
2025-05-14T22:30:00,2025-05-14T22:30:30,12.55,0,12.09,3510,13.75
2025-05-15T04:30:00,2025-05-15T04:30:30,12.55,0,12.09,3485,13.5
2025-05-15T10:30:00,2025-05-15T10:30:30,12.54,0,12.07,3512,13.75
2025-05-15T16:30:00,2025-05-15T16:30:30,12.54,0,12.08,3522,13.75
2025-05-15T22:30:00,2025-05-15T22:30:30,12.53,-1,12.07,3468,14
2025-05-16T04:30:00,2025-05-16T04:30:30,12.53,-1,12.06,3462,14
2025-05-16T10:30:00,2025-05-16T10:30:30,12.51,0,12.05,3540,13.75
2025-05-16T16:30:00,2025-05-16T16:30:30,12.51,0,12.05,3563,13.5
2025-05-16T22:30:00,2025-05-16T22:30:30,12.5,-1,12.04,3495,14.25
2025-05-17T04:30:00,2025-05-17T04:30:30,12.5,-1,12.05,3534,14
2025-05-17T10:30:00,2025-05-17T10:30:30,12.49,0,12.03,3577,14.25
2025-05-17T16:30:00,2025-05-17T16:30:30,12.48,0,12.03,3574,14.5
2025-05-17T22:30:00,2025-05-17T22:30:30,12.48,-1,12.03,3581,15.25
2025-05-18T04:30:00,2025-05-18T04:30:30,12.47,0,12.03,3552,14.5
2025-05-18T10:30:00,2025-05-18T10:30:30,12.47,-1,12.02,3520,14.75
2025-05-18T16:30:00,2025-05-18T16:30:30,12.46,-1,12.01,3545,14.75
2025-05-18T22:30:00,2025-05-18T22:30:30,12.45,-1,12.01,3467,14.5
2025-05-19T04:30:00,2025-05-19T04:30:30,12.45,-1,12.01,3531,14.75
2025-05-19T10:30:00,2025-05-19T10:30:30,12.44,-1,11.99,3445,14.75
2025-05-19T16:30:00,2025-05-19T16:30:30,12.43,-1,12,3531,14.75
2025-05-19T22:30:00,2025-05-19T22:30:30,12.42,-1,11.98,3509,14.25
2025-05-20T04:30:00,2025-05-20T04:30:30,12.42,-1,11.98,3385,14.75
2025-05-20T10:30:00,2025-05-20T10:30:30,12.41,-1,11.98,3484,14.75
2025-05-20T16:30:00,2025-05-20T16:30:30,12.4,-1,11.96,3442,14.75
2025-05-20T22:30:00,2025-05-20T22:30:30,12.4,-1,11.97,3575,15.25
2025-05-21T04:30:00,2025-05-21T04:30:30,12.39,-1,11.95,3474,14.75
2025-05-21T10:30:00,2025-05-21T10:30:30,12.38,-1,11.95,3449,15
2025-05-21T16:30:00,2025-05-21T16:30:30,12.37,-1,11.95,3533,15
2025-05-21T22:30:00,2025-05-21T22:30:30,12.37,-1,11.95,3476,14.75
2025-05-22T04:30:00,2025-05-22T04:30:30,12.36,-1,11.93,3537,14.25
2025-05-22T10:30:00,2025-05-22T10:30:30,12.35,-1,11.91,3404,14
2025-05-22T16:30:00,2025-05-22T16:30:30,12.34,-1,11.9,3448,13.75
2025-05-22T22:30:00,2025-05-22T22:30:30,12.33,-1,11.91,3518,13.75
2025-05-23T04:30:00,2025-05-23T04:30:30,12.33,-1,11.88,3616,13.5
2025-05-23T10:30:00,2025-05-23T10:30:30,12.32,-1,11.88,3589,13.5
2025-05-23T16:30:00,2025-05-23T16:30:30,12.31,-1,12.62,0,11
2025-05-23T22:30:00,2025-05-23T22:30:30,12.32,-1,12.63,0,15
2025-05-24T04:30:00,2025-05-24T04:30:30,12.33,-1,12.64,0,19
2025-05-24T10:30:00,2025-05-24T10:30:30,12.34,-1,12.65,0,20
Logging halted by user,,,,,,
