#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,End of File
389,07/24/2025 03:40:00,22.86,0.00,,,,
390,07/24/2025 03:45:00,22.86,0.00,,,,
391,07/24/2025 03:50:00,22.91,0.00,,,,
392,07/24/2025 03:55:00,22.91,0.00,,,,
393,07/24/2025 04:00:00,22.86,0.00,,,,
394,07/24/2025 04:05:00,22.95,0.00,,,,
395,07/24/2025 04:10:00,22.86,0.00,,,,
396,07/24/2025 04:15:00,22.86,0.00,,,,
397,07/24/2025 04:20:00,22.86,0.00,,,,
398,07/24/2025 04:25:00,22.82,0.00,,,,
399,07/24/2025 04:30:00,22.86,0.00,,,,
400,07/24/2025 04:35:00,22.91,0.00,,,,
401,07/24/2025 04:40:00,22.95,0.00,,,,
402,07/24/2025 04:45:00,22.91,0.00,,,,
403,07/24/2025 04:50:00,22.91,0.00,,,,
404,07/24/2025 04:55:00,22.86,0.00,,,,
405,07/24/2025 05:00:00,22.86,0.00,,,,
406,07/24/2025 05:05:00,22.86,0.00,,,,
407,07/24/2025 05:10:00,22.91,0.00,,,,
408,07/24/2025 05:15:00,22.86,0.00,,,,
409,07/24/2025 05:20:00,22.91,0.00,,,,
410,07/24/2025 05:25:00,22.86,0.00,,,,
411,07/24/2025 05:30:00,22.91,0.00,,,,
412,07/24/2025 05:35:00,22.86,0.00,,,,
413,07/24/2025 05:40:00,22.86,0.00,,,,
414,07/24/2025 05:45:00,22.91,0.00,,,,
415,07/24/2025 05:50:00,22.91,0.00,,,,
416,07/24/2025 05:55:00,22.86,0.00,,,,
417,07/24/2025 06:00:00,22.82,0.00,,,,
418,07/24/2025 06:05:00,22.86,0.00,,,,
419,07/24/2025 06:10:00,22.86,0.00,,,,
420,07/24/2025 06:15:00,22.86,0.00,,,,
421,07/24/2025 06:20:00,22.86,0.00,,,,
422,07/24/2025 06:25:00,22.86,0.00,,,,
423,07/24/2025 06:30:00,22.86,0.00,,,,
424,07/24/2025 06:35:00,22.91,0.00,,,,
425,07/24/2025 06:40:00,22.86,0.00,,,,
426,07/24/2025 06:45:00,22.86,0.00,,,,
427,07/24/2025 06:50:00,22.86,0.00,,,,
428,07/24/2025 06:55:00,22.86,0.00,,,,
429,07/24/2025 07:00:00,22.82,0.00,,,,
430,07/24/2025 07:05:00,22.82,0.00,,,,
431,07/24/2025 07:10:00,22.82,0.00,,,,
432,07/24/2025 07:15:00,22.86,0.00,,,,
433,07/24/2025 07:20:00,22.86,0.00,,,,
434,07/24/2025 07:25:00,22.86,0.00,,,,
435,07/24/2025 07:30:00,22.91,0.00,,,,
436,07/24/2025 07:35:00,22.86,0.00,,,,
437,07/24/2025 07:40:00,22.86,0.00,,,,
438,07/24/2025 07:45:00,22.91,0.00,,,,
439,07/24/2025 07:50:00,22.91,0.00,,,,
440,07/24/2025 07:55:00,22.91,0.00,,,,
441,07/24/2025 08:00:00,22.95,0.00,,,,
442,07/24/2025 08:05:00,22.95,0.00,,,,
443,07/24/2025 08:10:00,22.95,0.00,,,,
444,07/24/2025 08:15:00,22.99,0.00,,,,
445,07/24/2025 08:20:00,22.99,0.00,,,,
446,07/24/2025 08:25:00,22.95,0.00,,,,
447,07/24/2025 08:30:00,22.95,0.00,,,,
448,07/24/2025 08:35:00,22.91,0.00,,,,
449,07/24/2025 08:40:00,22.95,0.00,,,,
450,07/24/2025 08:45:00,22.95,0.00,,,,
451,07/24/2025 08:50:00,22.95,0.00,,,,
452,07/24/2025 08:55:00,22.95,0.00,,,,
453,07/24/2025 09:00:00,22.95,0.00,,,,
454,07/24/2025 09:05:00,22.95,0.00,,,,
455,07/24/2025 09:10:00,22.99,0.00,,,,
456,07/24/2025 09:15:00,22.95,0.00,,,,
457,07/24/2025 09:20:00,22.95,0.00,,,,
458,07/24/2025 09:25:00,22.99,0.00,,,,
459,07/24/2025 09:30:00,22.95,1.08,,,,
460,07/24/2025 09:35:00,22.95,2.60,,,,
461,07/24/2025 09:40:00,22.95,5.42,,,,
462,07/24/2025 09:45:00,22.91,7.81,,,,
463,07/24/2025 09:50:00,22.95,11.52,,,,
464,07/24/2025 09:55:00,22.91,16.76,,,,
465,07/24/2025 10:00:00,22.99,21.97,,,,
466,07/24/2025 10:05:00,22.95,29.37,,,,
467,07/24/2025 10:10:00,22.95,37.43,,,,
468,07/24/2025 10:15:00,22.95,49.64,,,,
469,07/24/2025 10:20:00,22.91,60.54,,,,
470,07/24/2025 10:25:00,22.91,71.00,,,,
471,07/24/2025 10:30:00,22.91,79.26,,,,
472,07/24/2025 10:35:00,22.86,91.44,,,,
473,07/24/2025 10:40:00,22.91,104.56,,,,
474,07/24/2025 10:45:00,22.86,114.12,,,,
475,07/24/2025 10:50:00,22.91,121.08,,,,
476,07/24/2025 10:55:00,22.91,133.32,,,,
477,07/24/2025 11:00:00,22.86,143.76,,,,
478,07/24/2025 11:05:00,22.91,155.88,,,,
479,07/24/2025 11:10:00,22.95,146.36,,,,
480,07/24/2025 11:15:00,22.86,163.76,,,,
481,07/24/2025 11:20:00,22.91,186.48,,,,
482,07/24/2025 11:25:00,22.86,177.76,,,,
483,07/24/2025 11:30:00,22.86,175.92,,,,
484,07/24/2025 11:35:00,22.95,148.96,,,,
485,07/24/2025 11:40:00,22.91,167.28,,,,
486,07/24/2025 11:45:00,22.91,208.32,,,,
487,07/24/2025 11:50:00,22.86,253.68,,,,
488,07/24/2025 11:55:00,22.86,372.16,,,,
489,07/24/2025 12:00:00,22.91,341.76,,,,
490,07/24/2025 12:05:00,22.86,360.80,,,,
491,07/24/2025 12:10:00,22.86,366.08,,,,
492,07/24/2025 12:15:00,22.86,370.40,,,,
493,07/24/2025 12:20:00,22.91,375.52,,,,
494,07/24/2025 12:25:00,22.82,379.84,,,,
495,07/24/2025 12:30:00,22.78,373.76,,,,
496,07/24/2025 12:35:00,22.82,379.04,,,,
497,07/24/2025 12:40:00,22.82,358.24,,,,
498,07/24/2025 12:45:00,22.82,361.60,,,,
499,07/24/2025 12:50:00,22.86,382.56,,,,
500,07/24/2025 12:55:00,22.82,349.44,,,,
501,07/24/2025 13:00:00,22.78,364.32,,,,
502,07/24/2025 13:05:00,22.78,364.32,,,,
503,07/24/2025 13:10:00,22.73,350.40,,,,
504,07/24/2025 13:15:00,22.73,183.84,,,,
505,07/24/2025 13:20:00,22.78,318.08,,,,
506,07/24/2025 13:25:00,22.73,282.48,,,,
507,07/24/2025 13:30:00,22.82,394.88,,,,
508,07/24/2025 13:35:00,22.82,329.28,,,,
509,07/24/2025 13:40:00,22.82,315.52,,,,
510,07/24/2025 13:45:00,22.86,427.84,,,,
511,07/24/2025 13:50:00,22.78,394.88,,,,
512,07/24/2025 13:55:00,22.82,405.28,,,,
513,07/24/2025 14:00:00,22.82,420.00,,,,
514,07/24/2025 14:05:00,22.86,427.04,,,,
515,07/24/2025 14:10:00,22.82,417.44,,,,
516,07/24/2025 14:15:00,22.82,421.76,,,,
517,07/24/2025 14:20:00,22.86,442.56,,,,
518,07/24/2025 14:25:00,22.91,431.36,,,,
519,07/24/2025 14:30:00,22.82,431.36,,,,
520,07/24/2025 14:35:00,22.91,438.24,,,,
521,07/24/2025 14:40:00,22.86,444.32,,,,
522,07/24/2025 14:45:00,22.91,424.32,,,,
523,07/24/2025 14:50:00,22.91,449.60,,,,
524,07/24/2025 14:55:00,22.91,430.40,,,,
525,07/24/2025 15:00:00,22.91,448.64,,,,
526,07/24/2025 15:05:00,22.91,414.88,,,,
527,07/24/2025 15:10:00,22.91,451.36,,,,
528,07/24/2025 15:15:00,22.91,451.36,,,,
529,07/24/2025 15:20:00,22.91,451.36,,,,
530,07/24/2025 15:25:00,22.86,456.48,,,,
531,07/24/2025 15:30:00,22.91,466.08,,,,
532,07/24/2025 15:35:00,22.95,428.80,,,,
533,07/24/2025 15:40:00,22.86,458.24,,,,
534,07/24/2025 15:45:00,22.95,447.84,,,,
535,07/24/2025 15:50:00,22.86,449.60,,,,
536,07/24/2025 15:55:00,22.91,459.04,,,,
537,07/24/2025 16:00:00,22.91,474.72,,,,
538,07/24/2025 16:05:00,22.95,515.04,,,,
539,07/24/2025 16:10:00,22.95,492.48,,,,
540,07/24/2025 16:15:00,22.86,508.96,,,,
541,07/24/2025 16:20:00,22.91,513.28,,,,
542,07/24/2025 16:25:00,22.86,476.48,,,,
543,07/24/2025 16:30:00,22.91,470.40,,,,
544,07/24/2025 16:35:00,22.78,488.16,,,,
545,07/24/2025 16:40:00,22.73,503.84,,,,
546,07/24/2025 16:45:00,22.78,486.88,,,,
547,07/24/2025 16:50:00,22.78,454.72,,,,
548,07/24/2025 16:55:00,22.78,454.72,,,,
549,07/24/2025 17:00:00,22.82,453.92,,,,
550,07/24/2025 17:05:00,22.82,446.88,,,,
551,07/24/2025 17:10:00,22.78,451.36,,,,
552,07/24/2025 17:15:00,22.82,460.80,,,,
553,07/24/2025 17:20:00,22.78,475.52,,,,
554,07/24/2025 17:25:00,22.82,716.48,,,,
555,07/24/2025 17:30:00,22.73,748.48,,,,
556,07/24/2025 17:35:00,22.86,743.36,,,,
557,07/24/2025 17:40:00,22.82,797.12,,,,
558,07/24/2025 17:45:00,22.86,827.20,,,,
559,07/24/2025 17:50:00,22.86,868.80,,,,
560,07/24/2025 17:55:00,22.82,819.20,,,,
561,07/24/2025 18:00:00,22.86,804.80,,,,
562,07/24/2025 18:05:00,22.82,443.52,,,,
563,07/24/2025 18:10:00,22.82,595.36,,,,
564,07/24/2025 18:15:00,22.82,475.52,,,,
565,07/24/2025 18:20:00,22.78,415.68,,,,
566,07/24/2025 18:25:00,22.78,833.28,,,,
567,07/24/2025 18:30:00,22.82,452.96,,,,
568,07/24/2025 18:35:00,22.78,415.68,,,,
569,07/24/2025 18:40:00,22.78,381.60,,,,
570,07/24/2025 18:45:00,22.82,1024.00,,,,
571,07/24/2025 18:50:00,22.82,972.16,,,,
572,07/24/2025 18:55:00,22.82,827.20,,,,
573,07/24/2025 19:00:00,22.82,413.92,,,,
574,07/24/2025 19:05:00,22.82,623.20,,,,
575,07/24/2025 19:10:00,22.82,799.36,,,,
576,07/24/2025 19:15:00,22.82,907.84,,,,
577,07/24/2025 19:20:00,22.86,975.36,,,,
578,07/24/2025 19:25:00,22.86,953.92,,,,
579,07/24/2025 19:30:00,22.82,902.72,,,,
580,07/24/2025 19:35:00,22.91,911.68,,,,
581,07/24/2025 19:40:00,22.95,785.92,,,,
582,07/24/2025 19:45:00,22.95,799.36,,,,
583,07/24/2025 19:50:00,22.99,764.16,,,,
584,07/24/2025 19:55:00,22.99,805.44,,,,
585,07/24/2025 20:00:00,23.03,852.16,,,,
586,07/24/2025 20:05:00,23.08,872.96,,,,
587,07/24/2025 20:10:00,23.03,848.00,,,,
588,07/24/2025 20:15:00,23.08,919.04,,,,
589,07/24/2025 20:20:00,23.12,793.60,,,,
590,07/24/2025 20:25:00,23.16,804.48,,,,
591,07/24/2025 20:30:00,23.12,671.68,,,,
592,07/24/2025 20:35:00,23.12,718.08,,,,
593,07/24/2025 20:40:00,23.12,711.04,,,,
594,07/24/2025 20:45:00,23.16,762.24,,,,
595,07/24/2025 20:50:00,23.12,680.96,,,,
596,07/24/2025 20:55:00,23.16,657.92,,,,
597,07/24/2025 21:00:00,23.16,661.12,,,,
598,07/24/2025 21:05:00,23.16,546.40,,,,
599,07/24/2025 21:10:00,23.21,522.08,,,,
600,07/24/2025 21:15:00,23.16,517.76,,,,
601,07/24/2025 21:20:00,23.21,587.52,,,,
602,07/24/2025 21:25:00,23.21,528.16,,,,
603,07/24/2025 21:30:00,23.16,554.08,,,,
604,07/24/2025 21:35:00,23.21,548.00,,,,
605,07/24/2025 21:40:00,23.21,541.12,,,,
606,07/24/2025 21:45:00,23.21,423.52,,,,
607,07/24/2025 21:50:00,23.12,405.28,,,,
608,07/24/2025 21:55:00,23.12,466.08,,,,
609,07/24/2025 22:00:00,23.16,332.00,,,,
610,07/24/2025 22:05:00,23.12,346.88,,,,
611,07/24/2025 22:10:00,23.16,405.28,,,,
612,07/24/2025 22:15:00,23.12,363.36,,,,
613,07/24/2025 22:20:00,23.16,285.12,,,,
614,07/24/2025 22:25:00,23.16,253.68,,,,
615,07/24/2025 22:30:00,23.12,277.28,,,,
616,07/24/2025 22:35:00,23.16,245.84,,,,
617,07/24/2025 22:40:00,23.16,216.96,,,,
618,07/24/2025 22:45:00,23.16,197.04,,,,
619,07/24/2025 22:50:00,23.21,213.52,,,,
620,07/24/2025 22:55:00,23.21,187.36,,,,
621,07/24/2025 23:00:00,23.16,181.28,,,,
622,07/24/2025 23:05:00,23.16,162.96,,,,
623,07/24/2025 23:10:00,23.12,123.80,,,,
624,07/24/2025 23:15:00,23.12,93.20,,,,
625,07/24/2025 23:20:00,23.16,85.36,,,,
626,07/24/2025 23:25:00,23.12,77.52,,,,
627,07/24/2025 23:30:00,23.12,66.18,,,,
628,07/24/2025 23:35:00,23.12,57.50,,,,
629,07/24/2025 23:40:00,23.12,50.94,,,,
630,07/24/2025 23:45:00,23.16,40.52,,,,
631,07/24/2025 23:50:00,23.12,32.22,,,,
632,07/24/2025 23:55:00,23.08,22.65,,,,
633,07/25/2025 00:00:00,23.12,17.63,,,,
634,07/25/2025 00:05:00,23.08,12.83,,,,
635,07/25/2025 00:10:00,23.08,8.46,,,,
636,07/25/2025 00:15:00,23.03,5.20,,,,
637,07/25/2025 00:20:00,23.08,2.82,,,,
638,07/25/2025 00:25:00,23.03,1.73,,,,
639,07/25/2025 00:30:00,23.08,0.43,,,,
640,07/25/2025 00:35:00,23.08,0.00,,,,
641,07/25/2025 00:40:00,23.08,0.00,,,,
642,07/25/2025 00:45:00,23.03,0.00,,,,
643,07/25/2025 00:50:00,22.95,0.00,,,,
644,07/25/2025 00:55:00,22.95,0.00,,,,
645,07/25/2025 01:00:00,22.95,0.00,,,,
646,07/25/2025 01:05:00,22.95,0.00,,,,
647,07/25/2025 01:10:00,22.91,0.00,,,,
648,07/25/2025 01:15:00,22.95,0.00,,,,
649,07/25/2025 01:20:00,22.91,0.00,,,,
650,07/25/2025 01:25:00,22.91,0.00,,,,
651,07/25/2025 01:30:00,22.95,0.00,,,,
652,07/25/2025 01:35:00,22.91,0.00,,,,
653,07/25/2025 01:40:00,22.91,0.00,,,,
654,07/25/2025 01:45:00,22.91,0.00,,,,
655,07/25/2025 01:50:00,22.91,0.00,,,,
656,07/25/2025 01:55:00,22.91,0.00,,,,
657,07/25/2025 02:00:00,22.95,0.00,,,,
658,07/25/2025 02:05:00,22.91,0.00,,,,
659,07/25/2025 02:10:00,22.95,0.00,,,,
660,07/25/2025 02:15:00,22.95,0.00,,,,
661,07/25/2025 02:20:00,22.95,0.00,,,,
662,07/25/2025 02:25:00,22.99,0.00,,,,
663,07/25/2025 02:30:00,22.95,0.00,,,,
664,07/25/2025 02:35:00,22.95,0.00,,,,
665,07/25/2025 02:40:00,22.95,0.00,,,,
666,07/25/2025 02:45:00,22.99,0.00,,,,
667,07/25/2025 02:50:00,22.95,0.00,,,,
668,07/25/2025 02:55:00,22.99,0.00,,,,
669,07/25/2025 03:00:00,22.99,0.00,,,,
670,07/25/2025 03:05:00,22.95,0.00,,,,
671,07/25/2025 03:10:00,22.95,0.00,,,,
672,07/25/2025 03:15:00,22.99,0.00,,,,
673,07/25/2025 03:20:00,22.91,0.00,,,,
674,07/25/2025 03:25:00,22.99,0.00,,,,
675,07/25/2025 03:30:00,22.95,0.00,,,,
676,07/25/2025 03:35:00,22.99,0.00,,,,
677,07/25/2025 03:40:00,22.99,0.00,,,,
678,07/25/2025 03:45:00,23.03,0.00,,,,
679,07/25/2025 03:50:00,23.03,0.00,,,,
680,07/25/2025 03:55:00,22.95,0.00,,,,
681,07/25/2025 04:00:00,22.99,0.00,,,,
682,07/25/2025 04:05:00,22.99,0.00,,,,
683,07/25/2025 04:10:00,22.99,0.00,,,,
684,07/25/2025 04:15:00,22.99,0.00,,,,
685,07/25/2025 04:20:00,22.99,0.00,,,,
686,07/25/2025 04:25:00,23.03,0.00,,,,
687,07/25/2025 04:30:00,22.99,0.00,,,,
688,07/25/2025 04:30:05,,,,Logged,Logged,
689,07/25/2025 04:30:06,,,,Logged,Logged,
690,07/25/2025 04:35:00,23.08,0.00,,,,
691,07/25/2025 04:40:00,23.08,0.00,,,,
692,07/25/2025 04:45:00,23.03,0.00,,,,
693,07/25/2025 04:50:00,23.12,0.00,,,,
694,07/25/2025 04:55:00,23.12,0.00,,,,
695,07/25/2025 05:00:00,23.08,0.00,,,,
696,07/25/2025 05:05:00,23.12,0.00,,,,
697,07/25/2025 05:10:00,23.08,0.00,,,,
698,07/25/2025 05:15:00,23.08,0.00,,,,
699,07/25/2025 05:20:00,23.08,0.00,,,,
700,07/25/2025 05:25:00,23.03,0.00,,,,
701,07/25/2025 05:30:00,23.08,0.00,,,,
702,07/25/2025 05:35:00,23.03,0.00,,,,
703,07/25/2025 05:40:00,23.03,0.00,,,,
704,07/25/2025 05:45:00,23.03,0.00,,,,
705,07/25/2025 05:50:00,23.08,0.00,,,,
706,07/25/2025 05:55:00,23.08,0.00,,,,
707,07/25/2025 06:00:00,23.08,0.00,,,,
708,07/25/2025 06:05:00,23.08,0.00,,,,
709,07/25/2025 06:10:00,23.08,0.00,,,,
710,07/25/2025 06:15:00,23.03,0.00,,,,
711,07/25/2025 06:20:00,23.08,0.00,,,,
712,07/25/2025 06:25:00,23.03,0.00,,,,
713,07/25/2025 06:30:00,23.03,0.00,,,,
714,07/25/2025 06:35:00,23.03,0.00,,,,
715,07/25/2025 06:40:00,23.08,0.00,,,,
716,07/25/2025 06:45:00,23.03,0.00,,,,
717,07/25/2025 06:50:00,23.08,0.00,,,,
718,07/25/2025 06:55:00,23.03,0.00,,,,
719,07/25/2025 07:00:00,23.03,0.00,,,,
720,07/25/2025 07:05:00,23.03,0.00,,,,
721,07/25/2025 07:10:00,23.03,0.00,,,,
722,07/25/2025 07:15:00,22.99,0.00,,,,
723,07/25/2025 07:20:00,22.99,0.00,,,,
724,07/25/2025 07:25:00,23.03,0.00,,,,
725,07/25/2025 07:30:00,22.99,0.00,,,,
726,07/25/2025 07:35:00,22.99,0.00,,,,
727,07/25/2025 07:40:00,22.91,0.00,,,,
728,07/25/2025 07:45:00,22.95,0.00,,,,
729,07/25/2025 07:50:00,22.91,0.00,,,,
730,07/25/2025 07:55:00,22.91,0.00,,,,
731,07/25/2025 08:00:00,22.86,0.00,,,,
732,07/25/2025 08:05:00,22.91,0.00,,,,
733,07/25/2025 08:10:00,22.86,0.00,,,,
734,07/25/2025 08:15:00,22.86,0.00,,,,
735,07/25/2025 08:20:00,22.82,0.00,,,,
736,07/25/2025 08:25:00,22.82,0.00,,,,
737,07/25/2025 08:30:00,22.82,0.00,,,,
738,07/25/2025 08:35:00,22.82,0.00,,,,
739,07/25/2025 08:40:00,22.78,0.00,,,,
740,07/25/2025 08:45:00,22.73,0.00,,,,
741,07/25/2025 08:50:00,22.78,0.00,,,,
742,07/25/2025 08:55:00,22.69,0.00,,,,
743,07/25/2025 09:00:00,22.73,0.00,,,,
744,07/25/2025 09:05:00,22.73,0.00,,,,
745,07/25/2025 09:10:00,22.73,0.00,,,,
746,07/25/2025 09:15:00,22.69,0.00,,,,
747,07/25/2025 09:20:00,22.73,0.00,,,,
748,07/25/2025 09:25:00,22.69,0.00,,,,
749,07/25/2025 09:30:00,22.65,0.43,,,,
750,07/25/2025 09:35:00,22.65,1.51,,,,
751,07/25/2025 09:40:00,22.65,3.25,,,,
752,07/25/2025 09:45:00,22.69,5.64,,,,
753,07/25/2025 09:50:00,22.61,9.11,,,,
754,07/25/2025 09:55:00,22.69,13.26,,,,
755,07/25/2025 10:00:00,22.56,17.84,,,,
756,07/25/2025 10:05:00,22.56,24.16,,,,
757,07/25/2025 10:10:00,22.61,29.62,,,,
758,07/25/2025 10:15:00,22.61,36.99,,,,
759,07/25/2025 10:20:00,22.56,43.98,,,,
760,07/25/2025 10:25:00,22.52,52.24,,,,
761,07/25/2025 10:30:00,22.52,57.94,,,,
762,07/25/2025 10:35:00,22.43,69.22,,,,
763,07/25/2025 10:40:00,22.43,81.42,,,,
764,07/25/2025 10:45:00,22.39,88.84,,,,
765,07/25/2025 10:50:00,22.39,100.24,,,,
766,07/25/2025 10:55:00,22.43,108.04,,,,
767,07/25/2025 11:00:00,22.43,119.32,,,,
768,07/25/2025 11:05:00,22.35,131.60,,,,
769,07/25/2025 11:10:00,22.35,142.00,,,,
770,07/25/2025 11:15:00,22.39,161.20,,,,
771,07/25/2025 11:20:00,22.39,177.68,,,,
772,07/25/2025 11:25:00,22.35,191.76,,,,
773,07/25/2025 11:30:00,22.35,198.72,,,,
774,07/25/2025 11:35:00,22.31,207.44,,,,
775,07/25/2025 11:40:00,22.39,210.88,,,,
776,07/25/2025 11:45:00,22.35,235.44,,,,
777,07/25/2025 11:50:00,22.31,233.44,,,,
778,07/25/2025 11:55:00,22.35,244.96,,,,
779,07/25/2025 12:00:00,22.35,244.96,,,,
780,07/25/2025 12:05:00,22.31,243.20,,,,
781,07/25/2025 12:10:00,22.39,240.64,,,,
